customer_unique_id,RecencyDays,Frequency,MonetaryValue,CustomerSegment
0078bb0f0d23e922d08437b7d0e13907,255,1,29.99,At Risk
007953b3182d5ccc9189a694f5c68163,505,1,99.99,At Risk
00797f371bc0f6adb4d267be541a92da,146,1,53.9,Regular Customers
0079b50e9f77c1148b472818f92eaebc,280,1,24.9,At Risk
0079b7407a428543a7f178cc09164035,277,1,48.9,At Risk
007a2fab7046647dad04fe7d08c57820,211,1,109.95,At Risk
007ad549acb91673f04eac22c0568114,341,1,78.8,At Risk
007b8307b6448f0425ff2001f00c1bdb,111,1,21.9,Regular Customers
007ba48697b079e78f168b051462dd1b,88,1,129.0,Regular Customers
007d9f716ead2bc8712255271a38f609,244,1,49.97,At Risk
007e21b7a007c8f8dadfa43c9d5a91db,176,1,54.4,Regular Customers
0083e758383b3deb6c6dac1b0b431ac0,239,1,30.5,At Risk
00842c7d0cedb9e1edad8e9b7d148f09,515,1,35.0,At Risk
0085139b503668b3addcfe826d91be8d,215,1,465.88,At Risk
0085d749fc64f766ece1729464f8039a,165,1,330.0,Regular Customers
008778a1591d49f6b2464dffaa4fa662,410,1,249.99,At Risk
0087c31081ea8d160baa06bf4ad4d76f,72,1,160.0,Regular Customers
0087eede471173af78d789df249c3a45,563,1,126.99,At Risk
008b06aba4b5f5b5b94f525ccf520624,11,1,67.98,Regular Customers
008b82b072c6b564fcce49a325f84097,176,1,29.9,Regular Customers
008ca52811784a181c8c88e8d66b49db,18,1,111.51,Regular Customers
008d17333e414049279c7822dfd5f019,375,1,114.0,At Risk
008ea5bdd1a99fb584cce7739349da75,142,1,45.0,Regular Customers
008f3d5f45a11059239a5c452cd00006,584,1,309.9,At Risk
008fb2ecc75561d202dd4db2e0ceec25,459,1,32.99,At Risk
009000746b4fc73fe77ecc396fdb78d2,278,1,120.9,At Risk
009062f98089a091615b5c9faa13de26,355,1,16.17,At Risk
009210a1646725341917560a13f7799f,396,1,10.75,At Risk
009231b0ef6a6b4f5a5fe46938827b83,210,1,89.9,At Risk
009301957bc7714394865c44650d8060,436,1,84.99,At Risk
0093aeb87eca387dd153f965aa10c060,285,1,139.9,At Risk
0093c499f4f9c0e169ead490aa62ce3e,447,1,210.0,At Risk
0093dbe7f479386a92095026decf825d,279,1,30.21,At Risk
00941614a654458b888b8780815bd26c,522,1,174.0,At Risk
00950dbc783342e164c24e09023ebcb7,61,1,80.38,Regular Customers
009671b5dc80cdf32aeb5850868ba81c,438,1,62.99,At Risk
0096c18412349537abc45e350581cbbc,537,1,679.6,At Risk
0096c9cb600a08e601f7c2be6734531a,401,1,169.0,At Risk
0096f8cd903cc205efab77d5ae6bb6f1,202,1,134.9,At Risk
00970787f181925ba33bd32b3817f742,352,1,20.3,At Risk
0097c1e3f3c2fed7a7d8cf30be1a33df,279,1,89.9,At Risk
0097fca0db567f5ca79509b7b4fc1c2d,136,1,172.14,Regular Customers
00986cafefb6e670cceca01694bda599,245,1,49.99,At Risk
0098853a28531d48988a2fb02b30840e,86,1,59.99,Regular Customers
009890d2f2b15df1267ed7f90f45fc4e,132,1,79.99,Regular Customers
0098f4847541cc7d676f9a5efc64c0f0,503,1,129.9,At Risk
009a0802534f904b40b9d512b49794e1,290,1,77.0,At Risk
009a3ad0cbdfc7f5481488472f72e8b1,152,1,13.65,Regular Customers
009dd7b313c04f4ccd9d4e423bc04ba7,131,1,79.98,Regular Customers
009e70fcdd4ea3769c73210414e73c64,441,1,32.9,At Risk
009f647a455451d6c325bef96685e1c1,128,1,110.0,Regular Customers
00a02d822b18db532e50e0607e615f3b,19,1,179.9,Regular Customers
00a089b8c7ab1e3808c3ad7de7a254dd,75,1,34.49,Regular Customers
00a1c6913daeda0b7f9b79f802805fdb,249,1,84.99,At Risk
00a1d0d7d91c17c634d6896ce10ce1c6,34,1,95.0,Regular Customers
00a1e8f160b36ccdcbca310933f12a3b,278,1,28.7,At Risk
00a218ea82c458456098caa1c4a7e796,551,1,49.9,At Risk
00a33236962b4ac37fd25275be9c206b,14,1,98.0,Regular Customers
00a39521eb40f7012db50455bf083460,91,2,81.45,Regular Customers
00a3a868d6047bac2888d27b16743ba0,204,1,89.7,At Risk
00a6ee75a90222405df9d8d59babc513,423,1,25.9,At Risk
00a78b45ea275348c1a8081bef9ab61b,247,1,169.9,At Risk
00a7d14cb10e11b7f7d65120a7e3942f,508,1,49.9,At Risk
00a9fd000ff87bb48b989df819c418f5,167,1,238.0,Regular Customers
00aafcd186fbd5da867f9b8df04518aa,199,1,116.91,At Risk
00ab80210f1875276065f3c1911a2110,152,1,25.5,Regular Customers
00ab8b4d83051d5a41842abe7ff473fc,274,1,134.9,At Risk
00aba8ca6b7a455bcde671692a3f9e51,279,1,25.5,At Risk
00ac9cd5c4ad19e16e7c6f6864711737,492,1,209.9,At Risk
00ad4e6c01a3039fa1b45eaadb4222e4,72,1,59.99,Regular Customers
00ad5165112e0e9a91a23b1132716584,523,1,79.9,At Risk
00adeda9b742746c0c66e10d00ea1b74,299,1,2078.5,At Risk
00ae50eb5e1d2514f694dee1dcbbd5ae,115,1,213.5,Regular Customers
00ae9ea276a5a4335382c9391059ddf2,355,1,121.9,At Risk
00af5c2c9fd47849143be82aea5ab2cf,236,1,94.98,At Risk
00b0595d2b0f0b838edb7fbc749ea644,400,1,120.0,At Risk
00b0d21952ae29dfe79db614512a27c2,268,1,399.93,At Risk
00b1066a65657ee1759544f6b61a4e2c,115,1,49.8,Regular Customers
00b1b0f856eb804d554ceab3d8f1dc35,227,1,181.56,At Risk
00b1d2492b4127598629f19a22a32be8,283,1,129.9,At Risk
00b21d737fc7f475c145ca292832385d,191,1,159.99,At Risk
00b246520d4904724f9b20188a2ff39b,92,1,12.99,Regular Customers
00b2ca23369b68c4d4105ecea9c0cb93,31,1,65.9,Regular Customers
00b2ee6366438f46105832fd9acaf56f,152,1,249.99,Regular Customers
00b309d0151d92709de70e43d662711b,326,1,89.9,At Risk
00b5ba65365dad1d25811bf5e45fc983,280,1,89.9,At Risk
00b72937dcd829c0d8ca72ec77cd073c,444,1,120.0,At Risk
00b742e2f6d8fa571cd560007081d53b,74,1,146.94,Regular Customers
00b8076004092a29c2c934570c356fc7,166,1,199.9,Regular Customers
00b9746bf8ac2964942d8b969f015196,32,1,70.0,Regular Customers
00ba737b18a7996f68cb8a99556bedd4,418,1,112.8,At Risk
00bab5c446ba511117719c775a3f78e8,231,1,29.97,At Risk
00bbfe2f540d0cfccbb098d92c503eca,308,1,59.9,At Risk
00bc6cf36e50f21a8478d86721c07aa5,175,1,49.9,Regular Customers
00bcc55fd3eb23fc001365c5f0c3c3ba,209,1,9.0,At Risk
00bd169997f142571c113645554663d6,285,1,41.5,At Risk
00bd194837f2ad36d45985a6205df78a,127,1,159.9,Regular Customers
00bd903b65b4c9a1c822887d0b012592,108,1,102.0,Regular Customers
00be1845d956d40218db17093f667764,282,1,49.0,At Risk
00bee19e1199bc5cede1c674177b9e22,289,1,649.9,At Risk
00bfe974afd63b30ed282dc69892fb98,249,1,99.8,At Risk
00c003ed13c76042b78d53fbc26930d0,535,1,179.99,At Risk
00c04df1c94e385d57d4a33a2965217c,185,1,72.0,At Risk
00c05fe9d2f8b245f1f86fe559175f24,80,1,338.0,Regular Customers
00c07da5ba0e07b4f248a3a373b07476,37,1,2258.0,Regular Customers
00c0bbc49a530c07c110d269211da046,277,1,94.9,At Risk
00c19498681c665889d1212be870e8df,289,1,108.9,At Risk
00c1d73d161e74cfbe78975c1a2ba2ff,129,1,40.0,Regular Customers
00c26c3dd77bb25a0423a2280886b86a,182,1,19.9,At Risk
00c31de6420048cb3f668c99153debf7,306,1,64.9,At Risk
00c3624c55261d9ce593f30e3815a880,533,1,380.0,At Risk
00c3c74b09b2022ac2c0f43bb09797b4,275,1,56.89,At Risk
00c4592dfbfe06775ab582d7a2b8dddf,281,1,55.9,At Risk
00c4d93157cffc73cb2459f52b89cee4,318,1,64.99,At Risk
00c5610e0f4b339cd3b0cc499937db8d,43,1,139.9,Regular Customers
00c605c0bfa39610b994c18f822a6d5a,131,1,119.0,Regular Customers
00c8c7f0cafacc30bfda2a9a7445ec80,37,1,67.0,Regular Customers
00c916ff33b521444787ac76ac6b029d,266,1,69.9,At Risk
00ca7e6a87ceddccce3ff015000be61b,167,1,38.0,Regular Customers
00cac13832bd0a8b6f50f6a36b053223,89,1,399.9,Regular Customers
00cc0061269a99836cf8b029b1d0177d,34,1,32.66,Regular Customers
00cc12a6d8b578b8ebd21ea4e2ae8b27,530,2,99.8,Regular Customers
00cc2d4fcb3a1864b4f900741915aa85,262,1,54.99,At Risk
00cc7c54469f4177319d6bb12e883652,502,1,157.9,At Risk
00cc8551c0621bc65a440e836bb652d7,527,1,79.9,At Risk
00cd1ffd1a85ec2af3de73a3d341339d,117,1,49.0,Regular Customers
00cd767526517f8a4fc27db6cc5a52fa,432,1,79.9,At Risk
00cdb0d59698da325d0e6830120363bf,127,1,58.89,Regular Customers
00cf2f12497614285e5dbfb77d6dd312,138,1,269.9,Regular Customers
00d012266be1430eec790d0f405a836c,136,1,18.9,Regular Customers
00d03b5e33f8987549c5590313a4ef21,443,1,19.99,At Risk
00d079bd851bf5d13879d7a2a3b5ec48,226,1,159.77,At Risk
00d1e5d82377766dac9f8dc4d4eaf4a8,150,1,116.3,Regular Customers
00d447911e5d5ae87480df8734b915f2,32,1,219.9,Regular Customers
00d474cea9ceb88b7175d564b081dfa3,444,1,99.95,At Risk
00d4ef3e086e2191c3fb6e7b0d2a1c75,64,1,47.9,Regular Customers
00d76f8bb8df7e07711da4076c52ffe0,50,1,105.99,Regular Customers
00d7812c158831a996a6b3f4698643b5,14,1,14.99,Regular Customers
00d7e54ab8c5d9916f19209dbaacbb3d,428,1,56.0,At Risk
00d8411c0f5ee4e0a9b8900ea483680e,267,1,220.0,At Risk
00d85302f43fe8848153e3720c34ac01,229,1,12.77,At Risk
00d890d6e36244f39e22a9fb95e68756,208,1,29.99,At Risk
00d8a60ad2500432d9edd109cfddfd9e,115,1,59.0,Regular Customers
00d8ba74be3eee415fe4508fdd325ee5,214,1,340.0,At Risk
00d96f54b90a6ffbe7361bcfdb85b0ba,193,1,99.9,At Risk
00da34ebf22b87f6c2f53dc069f237df,108,1,209.7,Regular Customers
00db0070b3c3bd0215072323c8499407,133,1,334.9,Regular Customers
00db525fd8d4023dc446f0ed2519139f,403,1,195.3,At Risk
00dba3af1366ca8114a40bc83021f5e9,276,1,119.3,At Risk
00dd4390a8e8ad7a126e8331decc49ce,479,1,94.9,At Risk
00df047af693b421c167e27932bfd6c5,60,1,149.9,Regular Customers
00df9d2e50424d103ca8796e4dc7c207,376,1,119.9,At Risk
00dfebc9135c7228dbb2239afc214bb5,282,1,16.0,At Risk
00e04d8e3aaa5ffab327612642ab4564,263,1,49.9,At Risk
00e10a3ff1e104902141546420f5a18b,44,1,49.9,Regular Customers
00e130c15fdc51673742f622aa7eb63c,48,1,99.99,Regular Customers
00e151934c812526b4ed6174c8b7b1f7,231,1,129.0,At Risk
00e20792154788aa00f53fbd616a8d91,149,1,169.83,Regular Customers
00e2972a013072289c3e86cfc2b9e38d,364,1,199.9,At Risk
00e336519abc0012c8711db2132467ac,140,1,113.57,Regular Customers
00e57919b893c89f4d9eee8d06c41f6f,289,1,59.9,At Risk
00e5dfd6ee7406a69b74c72795e6f354,246,1,29.99,At Risk
00e5ea6932dffb682bd3d5760e84d176,341,1,56.99,At Risk
00e5fd621e63c426ef718e2174ebedc5,172,1,65.9,Regular Customers
00e67cd18afc92ef0196eb8cdf31fde0,278,1,30.1,At Risk
00e6c1a9e0ea3dbda699b60023a194ac,211,1,151.0,At Risk
00e707efa5ad9f0e6bcaeeb87910693b,503,1,23.9,At Risk
00e872ca2fc94e59982286e69f186e0e,386,1,399.9,At Risk
00e8cbf31206edcf22b7b118daa13983,228,1,260.9,At Risk
00e8de2edf1a4ac05a65e36b4682cd9e,166,1,120.0,Regular Customers
00e91970e7fa706ece5b58bdb6344224,194,1,25.45,At Risk
00e984e99fdfd52943156d2d7eb4a5e6,32,1,9.9,Regular Customers
00eba9372ced7769c4b9f234923d73cc,277,1,24.5,At Risk
00ec23a308504080697e5204d3dbcb2c,280,1,98.0,At Risk
00ec5df43edcae768361caa707fded3e,266,1,79.0,At Risk
00ec6ce865af3a65e9cca32b180e5d20,177,1,117.8,Regular Customers
00ec821ef89535a690a072e80387b40e,47,1,110.32,Regular Customers
00eca7e1c994897d0a31bf75478f4b55,547,1,327.98,At Risk
00ecc71175078e2cac5547a5656e9622,449,1,219.99,At Risk
00ee11b831faa111cd62af2f4de8da96,127,1,16.9,Regular Customers
00ee7af62ef66b1f9b49f2c2bfd70ad5,36,1,129.99,Regular Customers
00f326313b0a02392c17028f78338df0,14,1,24.9,Regular Customers
00f7a39823c05d6a0675aa6dd276bfb0,11,1,29.99,Regular Customers
00f8151e6b5d1b3710527075ef845a88,236,1,150.0,At Risk
00f8fcf41cceee827e699cc73950218d,103,1,69.9,Regular Customers
00face5c8f7dbb7eefd4112722f26903,178,1,19.9,Regular Customers
00fb8f6787f67bd33c7e86c9691d2b1c,230,1,247.23,At Risk
00fb957ae14ffd35a3211d8aa6d9cf9c,107,1,43.49,Regular Customers
00fb9cc86736fe3782dbc828a2eea4a6,256,1,79.0,At Risk
00fd18b088edb95d1a35457f1c0e1bfa,92,1,89.99,Regular Customers
00fd4a627a3b93cff0729f0b3554640d,29,1,171.78,Regular Customers
00ff5e862f825ac56e5fdfaa6b69dc51,131,1,35.9,Regular Customers
01007c64cbffc1eef7ee682dae0ddbfe,43,1,179.99,Regular Customers
01007ebf75cabcd9d81d1aac37b278ca,143,1,60.9,Regular Customers
01018f26fb8b8a922c025de40a85a553,239,1,199.9,At Risk
0101da21926315ddd81d190e0ec40440,312,1,139.99,At Risk
01020c5b6024bc1cf2a3228e566bafb2,373,1,99.9,At Risk
01027e860e6fb9591599d94a4189e2ad,103,1,91.3,Regular Customers
01029081d0cfc339576f71ab45713d10,106,1,27.9,Regular Customers
01029c2615eacab8d39f0450e6b0bef3,395,1,205.0,At Risk
0103751df12aea8b962cfbcd2b61104c,464,1,19.9,At Risk
0104a702e0f73442fe4dc3bfff6ba373,147,1,259.0,Regular Customers
0104d0840fb6bccc7618c519fbcce1a0,11,1,116.9,Regular Customers
0104d8ef04b9df2891e69bc0e2e6dca4,507,1,430.0,At Risk
010513009a288e24dbbc8183d5bcd4e2,370,1,42.0,At Risk
01051cf3719a23faec8b2307b369faeb,463,1,129.8,At Risk
0105c53fe2f742999dcb90ca99f4bfba,215,1,16.9,At Risk
